Lexeme                         LINE NO         TOKEN NAME             VALUE IF NUM           PARENT SYMBOL          IS LEAF NODE    NODE SYMBOL           
-----                          -----           -----                  -----                  otherStmts             No             stmt                  
b5c6                           54              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  assignmentStmt         No             singleOrRecId         
-----                          -----           -----                  -----                  singleOrRecId          Yes            fieldOrNot            
<---                           54              TK_ASSIGNOP            -----                  assignmentStmt         Yes             -----                 
-----                          -----           -----                  -----                  unit                   No             nestedExp             
-----                          -----           -----                  -----                  nestedExp              No             var                   
b5c6                           54              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  fieldOrNot             No             expansion             
tag                            54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  singleOrRecId          No             fieldOrNot            
-----                          -----           -----                  -----                  fieldOrNot             Yes            expansions            
-----                          -----           -----                  -----                  arithmeticExpression   No             unit                  
-----                          -----           -----                  -----                  unit                   Yes            mulDivRem             
-----                          -----           -----                  -----                  assignmentStmt         No             arithmeticExpression  
-----                          -----           -----                  -----                  addSubRem              No             addSub                
+                              54              TK_PLUS                -----                  addSub                 Yes             -----                 
-----                          -----           -----                  -----                  unit                   No             nestedExp             
-----                          -----           -----                  -----                  nestedExp              No             var                   
d4                             54              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  fieldOrNot             No             expansion             
s                              54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  singleOrRecId          No             fieldOrNot            
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
ln                             54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  fieldOrNot             No             expansions            
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
beginpoint                     54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansions            
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
x                              54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansions            
-----                          -----           -----                  -----                  expansions             Yes            expansions            
-----                          -----           -----                  -----                  addSubRem              No             unit                  
-----                          -----           -----                  -----                  unit                   Yes            mulDivRem             
-----                          -----           -----                  -----                  arithmeticExpression   No             addSubRem             
-----                          -----           -----                  -----                  addSubRem              No             addSub                
-                              54              TK_MINUS               -----                  addSub                 Yes             -----                 
-----                          -----           -----                  -----                  unit                   No             nestedExp             
-----                          -----           -----                  -----                  nestedExp              No             var                   
b5c6                           54              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  fieldOrNot             No             expansion             
s                              54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  singleOrRecId          No             fieldOrNot            
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
tr                             54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  fieldOrNot             No             expansions            
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
base                           54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansions            
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
beginpoint                     54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansions            
.                              54              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
y                              54              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansions            
-----                          -----           -----                  -----                  expansions             Yes            expansions            
-----                          -----           -----                  -----                  addSubRem              No             unit                  
-----                          -----           -----                  -----                  unit                   Yes            mulDivRem             
-----                          -----           -----                  -----                  addSubRem              No             addSubRem             
-----                          -----           -----                  -----                  addSubRem              Yes            addSubRem             
-----                          -----           -----                  -----                  stmt                   No             assignmentStmt        
;                              54              TK_SEM                 -----                  assignmentStmt         Yes             -----                 
-----                          -----           -----                  -----                  stmts                  No             otherStmts            
-----                          -----           -----                  -----                  otherStmts             No             stmt                  
b5                             55              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  assignmentStmt         No             singleOrRecId         
-----                          -----           -----                  -----                  singleOrRecId          Yes            fieldOrNot            
<---                           55              TK_ASSIGNOP            -----                  assignmentStmt         Yes             -----                 
-----                          -----           -----                  -----                  unit                   No             nestedExp             
-----                          -----           -----                  -----                  nestedExp              No             var                   
b5                             55              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
-----                          -----           -----                  -----                  singleOrRecId          Yes            fieldOrNot            
-----                          -----           -----                  -----                  arithmeticExpression   No             unit                  
-----                          -----           -----                  -----                  unit                   Yes            mulDivRem             
-----                          -----           -----                  -----                  assignmentStmt         No             arithmeticExpression  
-----                          -----           -----                  -----                  addSubRem              No             addSub                
+                              55              TK_PLUS                -----                  addSub                 Yes             -----                 
-----                          -----           -----                  -----                  unit                   No             nestedExp             
-----                          -----           -----                  -----                  nestedExp              No             var                   
1                              55              TK_NUM                 1                      var                    Yes             -----                 
-----                          -----           -----                  -----                  addSubRem              No             unit                  
-----                          -----           -----                  -----                  unit                   Yes            mulDivRem             
-----                          -----           -----                  -----                  arithmeticExpression   No             addSubRem             
-----                          -----           -----                  -----                  addSubRem              Yes            addSubRem             
-----                          -----           -----                  -----                  stmt                   No             assignmentStmt        
;                              55              TK_SEM                 -----                  assignmentStmt         Yes             -----                 
-----                          -----           -----                  -----                  otherStmts             No             otherStmts            
-----                          -----           -----                  -----                  otherStmts             No             stmt                  
d4                             56              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  assignmentStmt         No             singleOrRecId         
-----                          -----           -----                  -----                  singleOrRecId          Yes            fieldOrNot            
<---                           56              TK_ASSIGNOP            -----                  assignmentStmt         Yes             -----                 
-----                          -----           -----                  -----                  unit                   No             nestedExp             
-----                          -----           -----                  -----                  nestedExp              No             var                   
b5c6                           56              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
-----                          -----           -----                  -----                  singleOrRecId          Yes            fieldOrNot            
-----                          -----           -----                  -----                  arithmeticExpression   No             unit                  
-----                          -----           -----                  -----                  mulDivRem              No             mulDiv                
/                              56              TK_DIV                 -----                  mulDiv                 Yes             -----                 
-----                          -----           -----                  -----                  mulDivRem              No             nestedExp             
-----                          -----           -----                  -----                  nestedExp              No             var                   
d5cb34567                      56              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
-----                          -----           -----                  -----                  singleOrRecId          Yes            fieldOrNot            
-----                          -----           -----                  -----                  unit                   No             mulDivRem             
-----                          -----           -----                  -----                  mulDivRem              Yes            mulDivRem             
-----                          -----           -----                  -----                  assignmentStmt         No             arithmeticExpression  
-----                          -----           -----                  -----                  arithmeticExpression   Yes            addSubRem             
-----                          -----           -----                  -----                  stmt                   No             assignmentStmt        
;                              56              TK_SEM                 -----                  assignmentStmt         Yes             -----                 
-----                          -----           -----                  -----                  otherStmts             No             otherStmts            
-----                          -----           -----                  -----                  otherStmts             No             stmt                  
write                          57              TK_WRITE               -----                  ioStmt                 Yes             -----                 
(                              57              TK_OP                  -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  ioStmt                 No             var                   
d4                             57              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
-----                          -----           -----                  -----                  singleOrRecId          Yes            fieldOrNot            
)                              57              TK_CL                  -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  stmt                   No             ioStmt                
;                              57              TK_SEM                 -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  otherStmts             No             otherStmts            
-----                          -----           -----                  -----                  otherStmts             No             stmt                  
write                          58              TK_WRITE               -----                  ioStmt                 Yes             -----                 
(                              58              TK_OP                  -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  ioStmt                 No             var                   
d4                             58              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
.                              58              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  fieldOrNot             No             expansion             
s                              58              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  singleOrRecId          No             fieldOrNot            
.                              58              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
ln                             58              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  fieldOrNot             No             expansions            
.                              58              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
beginpoint                     58              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansions            
.                              58              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansion             
x                              58              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  expansions             No             expansions            
-----                          -----           -----                  -----                  expansions             Yes            expansions            
)                              58              TK_CL                  -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  stmt                   No             ioStmt                
;                              58              TK_SEM                 -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  otherStmts             No             otherStmts            
-----                          -----           -----                  -----                  otherStmts             No             stmt                  
write                          59              TK_WRITE               -----                  ioStmt                 Yes             -----                 
(                              59              TK_OP                  -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  ioStmt                 No             var                   
b5c6                           59              TK_ID                  -----                  singleOrRecId          Yes             -----                 
-----                          -----           -----                  -----                  var                    No             singleOrRecId         
.                              59              TK_DOT                 -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  fieldOrNot             No             expansion             
tag                            59              TK_FIELDID             -----                  expansion              Yes             -----                 
-----                          -----           -----                  -----                  singleOrRecId          No             fieldOrNot            
-----                          -----           -----                  -----                  fieldOrNot             Yes            expansions            
)                              59              TK_CL                  -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  stmt                   No             ioStmt                
;                              59              TK_SEM                 -----                  ioStmt                 Yes             -----                 
-----                          -----           -----                  -----                  otherStmts             No             otherStmts            
-----                          -----           -----                  -----                  otherStmts             Yes            otherStmts            
-----                          -----           -----                  -----                  mainFunction           No             stmts                 
return                         60              TK_RETURN              -----                  returnStmt             Yes             -----                 
-----                          -----           -----                  -----                  returnStmt             Yes            optionalReturn        
-----                          -----           -----                  -----                  stmts                  No             returnStmt            
;                              60              TK_SEM                 -----                  returnStmt             Yes             -----                 
-----                          -----           -----                  -----                  program                No             mainFunction          
end                            61              TK_END                 -----                  mainFunction           Yes             -----                 
